"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/VirtualReality/Materials/M_BaseMaterial.M_BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/VirtualReality/Materials/M_TeleportPreviews.M_TeleportPreviews","0","0","10","1","0.000000","0","0"
"/Game/VirtualReality/Mannequin/Character/Materials/M_HandMat.M_HandMat","0","0","24","1","0.000000","0","0"
"/Game/VirtualReality/Materials/M_SplineArcMat.M_SplineArcMat","0","0","20","1","0.000000","0","0"
"/Game/VirtualReality/Materials/M_ArcEndpoint.M_ArcEndpoint","0","0","40","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/Landscape/mM_Landscape.MM_Landscape","0","2671","1664","17","0.000000","0","0"
"/Game/VirtualReality/Materials/GenericHMDMaterial.GenericHMDMaterial","0","0","12","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Master_Default.MM_Master_Default","0","0","396","5","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Master_VertexPaint_Rooftiles.MM_Master_VertexPaint_Rooftiles","0","0","42","2","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Master_RVT_Top.MM_Master_RVT_Top","0","0","315","5","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Master_VertexPaint_Wall.MM_Master_VertexPaint_Wall","0","0","138","3","0.000000","0","42"
"/Game/StylizedProvencal/Materials/MM_Master_Flora.MM_Master_Flora","0","0","672","7","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Decals_Normal.MM_Decals_Normal","0","0","113","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","46"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_Mobile_NonTransparent.M_Ocean_Mobile_NonTransparent","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Particles/M_Firefly.M_Firefly","0","0","24","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_Basic.M_Basic","0","0","126","2","0.000000","0","63"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_FoliageOpaque.M_FoliageOpaque","0","0","54","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_Foliage.M_Foliage","0","0","96","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Decals_Basecolor.MM_Decals_Basecolor","0","0","57","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Master_Grass.MM_Master_Grass","0","0","192","2","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_PP_Sharpen.MM_PP_Sharpen","0","0","4","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Clouds.MM_Clouds","0","0","10","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Water_Master.MM_Water_Master","0","0","164","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_WindTrails.MM_WindTrails","0","0","24","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_PP_ToonShading.MM_PP_ToonShading","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Bottom_Foam.M_Waterfall_Bottom_Foam","0","0","68","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/BaseMaterials/M_Basic_Caustic.M_Basic_Caustic","0","0","84","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Opaque.M_Waterfall_Opaque","0","0","60","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Extra_Foam.M_Waterfall_Extra_Foam","0","0","70","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Particles/M_Rainbow.M_Rainbow","0","0","20","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Terrain/M_Terrain.M_Terrain","0","0","96","4","0.000000","0","0"
"/Game/CartoonWaterShader/EpicGamesFog/Materials/M_GodRay_MASTER.M_GodRay_MASTER","0","0","32","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_Underwater_River_PP.M_Underwater_River_PP","0","0","4","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_BoxBlur_and_ScreenDistortion_PP.M_BoxBlur_and_ScreenDistortion_PP","0","0","4","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Particles/M_BasicParticle.M_BasicParticle","0","0","30","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/WaterDecal/M_WaterRipple_River.M_WaterRipple_River","0","0","23","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_Tesselated_WaterDepth.M_River_Tesselated_WaterDepth","0","0","62","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_PBR_Transparent_Tesselated.M_River_PBR_Transparent_Tesselated","0","0","120","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Transparent.M_Waterfall_Transparent","0","0","40","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_UNLIT_Transparent_Tesselated.M_River_UNLIT_Transparent_Tesselated","0","0","104","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_UNLIT_Transparent_NonTesselated.M_River_UNLIT_Transparent_NonTesselated","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_UNLIT_NonTransparent_Tesselated.M_River_UNLIT_NonTransparent_Tesselated","0","0","62","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_UNLIT_NonTransparent_NonTesselated.M_River_UNLIT_NonTransparent_NonTesselated","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_PBR_Transparent_NonTesselated.M_River_PBR_Transparent_NonTesselated","0","0","80","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_PBR_NonTransparent_Tesselated.M_River_PBR_NonTransparent_Tesselated","0","0","102","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_PBR_NonTransparent_NonTesselated.M_River_PBR_NonTransparent_NonTesselated","0","0","60","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_NonTesselated_WaterDepth.M_River_NonTesselated_WaterDepth","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_Mobile_NonTransparent.M_River_Mobile_NonTransparent","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/River/M_River_Mobile.M_River_Mobile","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_PBR_Transparent_Tessellated.M_Ocean_PBR_Transparent_Tessellated","0","0","240","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/WaterLine/M_WaterLine_PP.M_WaterLine_PP","0","0","4","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_Underwater_PP.M_Underwater_PP","0","0","8","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/WaterDecal/M_WaterRipple_Ocean.M_WaterRipple_Ocean","0","0","23","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_Tesselated_WaterDepth.M_Ocean_Tesselated_WaterDepth","0","0","31","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_UNLIT_Transparent_Tessellated.M_Ocean_UNLIT_Transparent_Tessellated","0","0","104","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_UNLIT_Transparent_NonTessellated.M_Ocean_UNLIT_Transparent_NonTessellated","0","0","72","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_UNLIT_NonTransparent_Tessellated.M_Ocean_UNLIT_NonTransparent_Tessellated","0","0","124","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_UNLIT_NonTransparent_NonTessellated.M_Ocean_UNLIT_NonTransparent_NonTessellated","0","0","72","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_PBR_Transparent_NonTessellated.M_Ocean_PBR_Transparent_NonTessellated","0","0","160","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_PBR_NonTransparent_Tessellated.M_Ocean_PBR_NonTransparent_Tessellated","0","0","204","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_PBR_NonTransparent_NonTessellated.M_Ocean_PBR_NonTransparent_NonTessellated","0","0","120","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_NoTessellation_Depth.M_Ocean_NoTessellation_Depth","0","0","18","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/M_Ocean_Mobile_Transparent.M_Ocean_Mobile_Transparent","0","0","32","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/WaterDecal/M_WaterRipple_Lake.M_WaterRipple_Lake","0","0","23","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_Tesselated_WaterDepth.M_Lake_Tesselated_WaterDepth","0","0","31","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_PBR_Transparent_Tessellated.M_Lake_PBR_Transparent_Tessellated","0","0","240","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_UNLIT_Transparent_Tessellated.M_Lake_UNLIT_Transparent_Tessellated","0","0","104","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_UNLIT_Transparent_NonTessellated.M_Lake_UNLIT_Transparent_NonTessellated","0","0","72","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_UNLIT_NonTransparent_Tessellated.M_Lake_UNLIT_NonTransparent_Tessellated","0","0","124","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_UNLIT_NonTransparent_NonTessellated.M_Lake_UNLIT_NonTransparent_NonTessellated","0","0","72","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_PBR_Transparent_NonTessellated.M_Lake_PBR_Transparent_NonTessellated","0","0","160","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_PBR_NonTransparent_Tessellated.M_Lake_PBR_NonTransparent_Tessellated","0","0","204","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_PBR_NonTransparent_NonTessellated.M_Lake_PBR_NonTransparent_NonTessellated","0","0","120","2","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_NoTessellation_Depth.M_Lake_NoTessellation_Depth","0","0","18","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_Mobile_Transparent.M_Lake_Mobile_Transparent","0","0","36","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Lake/M_Lake_Mobile_NonTransparent.M_Lake_Mobile_NonTransparent","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","138","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/Landscape/MM_RVT_Landscape.MM_RVT_Landscape","0","0","21","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_Top_planar.MM_Top_planar","0","0","12","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_PP_TS_InkOnly.MM_PP_TS_InkOnly","0","0","4","1","0.000000","0","0"
"/Game/StylizedProvencal/Materials/MM_PP_ToonOutilnes.MM_PP_ToonOutilnes","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/Materials/M_ENV_Basic_Atlas_Actual_Material.M_ENV_Basic_Atlas_Actual_Material","0","0","12","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/WaterCaustic/M_WaterCaustic.M_WaterCaustic","0","0","31","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Waterfall/M_Waterfall_Splash.M_Waterfall_Splash","0","0","69","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/WaterDecal/M_WaterRippleDecal.M_WaterRippleDecal","0","0","31","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Water/Ocean/NewMaterial.NewMaterial","0","0","28","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Underwater/M_BoxBlur_PP.M_BoxBlur_PP","0","0","4","1","0.000000","0","0"
"/Game/CartoonWaterShader/Materials/Fog/M_MultiColoredFog.M_MultiColoredFog","0","0","4","1","0.000000","0","0"
"/Game/CartoonWaterShader/EpicGamesFog/Materials/M_FogSheet_Master.M_FogSheet_Master","0","0","20","1","0.000000","0","0"
